type;n;k;comps;swaps
ExperimentalSelect3;2100;3;14510;5373
ExperimentalSelect5;2100;5;16354;7030
ExperimentalSelect7;2100;7;19984;8997
ExperimentalSelect9;2100;9;24023;10954
ExperimentalSelect3;2100;3;15242;6118
ExperimentalSelect5;2100;5;16593;7429
ExperimentalSelect7;2100;7;20816;9075
ExperimentalSelect9;2100;9;25053;10660
ExperimentalSelect3;2100;3;12407;5411
ExperimentalSelect5;2100;5;16817;7424
ExperimentalSelect7;2100;7;20719;9291
ExperimentalSelect9;2100;9;25626;10852
ExperimentalSelect3;2100;3;11748;4875
ExperimentalSelect5;2100;5;16871;7005
ExperimentalSelect7;2100;7;20593;8876
ExperimentalSelect9;2100;9;24052;10822
ExperimentalSelect3;2100;3;15155;6307
ExperimentalSelect5;2100;5;16173;7555
ExperimentalSelect7;2100;7;21017;8861
ExperimentalSelect9;2100;9;24697;10943
ExperimentalSelect3;2100;3;13321;5490
ExperimentalSelect5;2100;5;17981;7915
ExperimentalSelect7;2100;7;19404;8630
ExperimentalSelect9;2100;9;24375;10731
ExperimentalSelect3;2100;3;12775;5651
ExperimentalSelect5;2100;5;16406;7505
ExperimentalSelect7;2100;7;21350;8827
ExperimentalSelect9;2100;9;25160;10927
ExperimentalSelect3;2100;3;12743;5253
ExperimentalSelect5;2100;5;17015;7271
ExperimentalSelect7;2100;7;21889;9369
ExperimentalSelect9;2100;9;25886;11192
ExperimentalSelect3;2100;3;14613;5763
ExperimentalSelect5;2100;5;15920;7230
ExperimentalSelect7;2100;7;21078;8812
ExperimentalSelect9;2100;9;23451;10644
ExperimentalSelect3;2100;3;14747;5859
ExperimentalSelect5;2100;5;17432;7146
ExperimentalSelect7;2100;7;20531;9027
ExperimentalSelect9;2100;9;24555;11090
ExperimentalSelect3;2100;3;14946;6455
ExperimentalSelect5;2100;5;18662;7627
ExperimentalSelect7;2100;7;20411;8795
ExperimentalSelect9;2100;9;26364;11515
ExperimentalSelect3;2100;3;15756;6054
ExperimentalSelect5;2100;5;16047;7097
ExperimentalSelect7;2100;7;19462;9132
ExperimentalSelect9;2100;9;26796;11460
ExperimentalSelect3;2100;3;13285;6063
ExperimentalSelect5;2100;5;16389;7153
ExperimentalSelect7;2100;7;21906;9398
ExperimentalSelect9;2100;9;24968;11476
ExperimentalSelect3;2100;3;15531;6053
ExperimentalSelect5;2100;5;16635;7131
ExperimentalSelect7;2100;7;22102;9404
ExperimentalSelect9;2100;9;25995;10928
ExperimentalSelect3;2100;3;14486;5961
ExperimentalSelect5;2100;5;17847;7297
ExperimentalSelect7;2100;7;20770;8865
ExperimentalSelect9;2100;9;24794;10918
ExperimentalSelect3;2100;3;13318;5725
ExperimentalSelect5;2100;5;17125;7373
ExperimentalSelect7;2100;7;21676;9235
ExperimentalSelect9;2100;9;23517;10654
ExperimentalSelect3;2100;3;15046;6094
ExperimentalSelect5;2100;5;18717;7711
ExperimentalSelect7;2100;7;20867;9458
ExperimentalSelect9;2100;9;24441;10647
ExperimentalSelect3;2100;3;13390;5496
ExperimentalSelect5;2100;5;19106;7729
ExperimentalSelect7;2100;7;22597;9130
ExperimentalSelect9;2100;9;25390;11046
ExperimentalSelect3;2100;3;14073;5751
ExperimentalSelect5;2100;5;17343;7071
ExperimentalSelect7;2100;7;21468;8943
ExperimentalSelect9;2100;9;26795;11118
ExperimentalSelect3;2100;3;13673;5313
ExperimentalSelect5;2100;5;18389;7466
ExperimentalSelect7;2100;7;21274;9515
ExperimentalSelect9;2100;9;25699;11067
ExperimentalSelect3;2100;3;15710;6829
ExperimentalSelect5;2100;5;17305;7084
ExperimentalSelect7;2100;7;21595;9012
ExperimentalSelect9;2100;9;26722;10867
ExperimentalSelect3;2100;3;13952;5540
ExperimentalSelect5;2100;5;16487;7400
ExperimentalSelect7;2100;7;20399;9292
ExperimentalSelect9;2100;9;25463;10750
ExperimentalSelect3;2100;3;12561;5268
ExperimentalSelect5;2100;5;17013;7639
ExperimentalSelect7;2100;7;19516;8283
ExperimentalSelect9;2100;9;24458;11097
ExperimentalSelect3;2100;3;14525;5494
ExperimentalSelect5;2100;5;17743;7533
ExperimentalSelect7;2100;7;20085;9080
ExperimentalSelect9;2100;9;24023;11064
ExperimentalSelect3;2100;3;13685;6432
ExperimentalSelect5;2100;5;17646;6980
ExperimentalSelect7;2100;7;20996;9018
ExperimentalSelect9;2100;9;24805;11214
ExperimentalSelect3;2200;3;15149;6881
ExperimentalSelect5;2200;5;18428;7583
ExperimentalSelect7;2200;7;21173;9880
ExperimentalSelect9;2200;9;25325;11784
ExperimentalSelect3;2200;3;11363;5077
ExperimentalSelect5;2200;5;16602;7171
ExperimentalSelect7;2200;7;22546;9445
ExperimentalSelect9;2200;9;25336;11254
ExperimentalSelect3;2200;3;13855;5737
ExperimentalSelect5;2200;5;18216;7472
ExperimentalSelect7;2200;7;20790;9166
ExperimentalSelect9;2200;9;26860;11385
ExperimentalSelect3;2200;3;15408;6209
ExperimentalSelect5;2200;5;17869;7373
ExperimentalSelect7;2200;7;24013;9917
ExperimentalSelect9;2200;9;27219;12014
ExperimentalSelect3;2200;3;15630;6014
ExperimentalSelect5;2200;5;18917;7906
ExperimentalSelect7;2200;7;20887;9113
ExperimentalSelect9;2200;9;28154;11722
ExperimentalSelect3;2200;3;11688;5492
ExperimentalSelect5;2200;5;16807;7499
ExperimentalSelect7;2200;7;21725;9320
ExperimentalSelect9;2200;9;26204;11262
ExperimentalSelect3;2200;3;11796;4978
ExperimentalSelect5;2200;5;17464;7535
ExperimentalSelect7;2200;7;21748;9220
ExperimentalSelect9;2200;9;26306;11323
ExperimentalSelect3;2200;3;13554;6652
ExperimentalSelect5;2200;5;16453;7512
ExperimentalSelect7;2200;7;21737;9379
ExperimentalSelect9;2200;9;26427;10882
ExperimentalSelect3;2200;3;12367;5253
ExperimentalSelect5;2200;5;17455;7376
ExperimentalSelect7;2200;7;21769;9926
ExperimentalSelect9;2200;9;26489;11719
ExperimentalSelect3;2200;3;18976;7864
ExperimentalSelect5;2200;5;18013;7667
ExperimentalSelect7;2200;7;20410;9753
ExperimentalSelect9;2200;9;25323;11172
ExperimentalSelect3;2200;3;22195;9791
ExperimentalSelect5;2200;5;17346;7926
ExperimentalSelect7;2200;7;21721;8978
ExperimentalSelect9;2200;9;27264;11122
ExperimentalSelect3;2200;3;13260;5166
ExperimentalSelect5;2200;5;17025;7935
ExperimentalSelect7;2200;7;21417;9514
ExperimentalSelect9;2200;9;26947;12126
ExperimentalSelect3;2200;3;17508;7263
ExperimentalSelect5;2200;5;16831;7477
ExperimentalSelect7;2200;7;20691;9777
ExperimentalSelect9;2200;9;25285;10914
ExperimentalSelect3;2200;3;11734;4906
ExperimentalSelect5;2200;5;16333;7696
ExperimentalSelect7;2200;7;20668;9223
ExperimentalSelect9;2200;9;27273;10971
ExperimentalSelect3;2200;3;16822;7116
ExperimentalSelect5;2200;5;17067;7175
ExperimentalSelect7;2200;7;22940;9384
ExperimentalSelect9;2200;9;25185;11547
ExperimentalSelect3;2200;3;9326;4837
ExperimentalSelect5;2200;5;17552;7834
ExperimentalSelect7;2200;7;21902;9474
ExperimentalSelect9;2200;9;26564;12229
ExperimentalSelect3;2200;3;12409;5781
ExperimentalSelect5;2200;5;18794;7907
ExperimentalSelect7;2200;7;21942;9735
ExperimentalSelect9;2200;9;26669;11513
ExperimentalSelect3;2200;3;12597;5422
ExperimentalSelect5;2200;5;16383;7423
ExperimentalSelect7;2200;7;22341;9168
ExperimentalSelect9;2200;9;24659;10989
ExperimentalSelect3;2200;3;16596;7297
ExperimentalSelect5;2200;5;18573;7348
ExperimentalSelect7;2200;7;22931;10276
ExperimentalSelect9;2200;9;26655;10997
ExperimentalSelect3;2200;3;17044;7096
ExperimentalSelect5;2200;5;17515;7319
ExperimentalSelect7;2200;7;22046;9131
ExperimentalSelect9;2200;9;24820;10725
ExperimentalSelect3;2200;3;18715;7806
ExperimentalSelect5;2200;5;16274;7022
ExperimentalSelect7;2200;7;20954;8935
ExperimentalSelect9;2200;9;27211;11042
ExperimentalSelect3;2200;3;13498;5832
ExperimentalSelect5;2200;5;17913;7331
ExperimentalSelect7;2200;7;20507;9147
ExperimentalSelect9;2200;9;20314;8295
ExperimentalSelect3;2200;3;12237;5237
ExperimentalSelect5;2200;5;18687;7338
ExperimentalSelect7;2200;7;21495;9273
ExperimentalSelect9;2200;9;26855;11186
ExperimentalSelect3;2200;3;12043;5624
ExperimentalSelect5;2200;5;17721;7390
ExperimentalSelect7;2200;7;21940;9229
ExperimentalSelect9;2200;9;25876;11543
ExperimentalSelect3;2200;3;20644;8631
ExperimentalSelect5;2200;5;17211;7651
ExperimentalSelect7;2200;7;21768;9686
ExperimentalSelect9;2200;9;23988;11387
ExperimentalSelect3;2200;3;17874;7838
ExperimentalSelect5;2200;5;16376;7260
ExperimentalSelect7;2200;7;21537;9248
ExperimentalSelect9;2200;9;26846;11267
ExperimentalSelect3;2200;3;11630;4706
ExperimentalSelect5;2200;5;16910;7302
ExperimentalSelect7;2200;7;22361;10025
ExperimentalSelect9;2200;9;26329;10935
ExperimentalSelect3;2200;3;17928;7400
ExperimentalSelect5;2200;5;18195;7516
ExperimentalSelect7;2200;7;22401;9249
ExperimentalSelect9;2200;9;25763;11545
ExperimentalSelect3;2200;3;18868;8089
ExperimentalSelect5;2200;5;18158;7420
ExperimentalSelect7;2200;7;20058;9658
ExperimentalSelect9;2200;9;25602;11138
ExperimentalSelect3;2200;3;20113;8873
ExperimentalSelect5;2200;5;17765;7542
ExperimentalSelect7;2200;7;21664;9904
ExperimentalSelect9;2200;9;26139;11032
ExperimentalSelect3;2200;3;21590;9630
ExperimentalSelect5;2200;5;18038;7582
ExperimentalSelect7;2200;7;23353;9314
ExperimentalSelect9;2200;9;25363;11211
ExperimentalSelect3;2200;3;12970;5211
ExperimentalSelect5;2200;5;16731;7132
ExperimentalSelect7;2200;7;23233;9832
ExperimentalSelect9;2200;9;24644;11494
ExperimentalSelect3;2200;3;16826;7481
ExperimentalSelect5;2200;5;16942;7695
ExperimentalSelect7;2200;7;23395;9378
ExperimentalSelect9;2200;9;27907;11407
ExperimentalSelect3;2200;3;13872;5300
ExperimentalSelect5;2200;5;17303;7084
ExperimentalSelect7;2200;7;21809;9635
ExperimentalSelect9;2200;9;26554;11736
ExperimentalSelect3;2200;3;14703;5768
ExperimentalSelect5;2200;5;16019;7309
ExperimentalSelect7;2200;7;20285;9865
ExperimentalSelect9;2200;9;26242;11981
ExperimentalSelect3;2200;3;17589;7642
ExperimentalSelect5;2200;5;17862;7864
ExperimentalSelect7;2200;7;21449;9535
ExperimentalSelect9;2200;9;25469;10989
ExperimentalSelect3;2200;3;12129;5174
ExperimentalSelect5;2200;5;17092;7945
ExperimentalSelect7;2200;7;22425;10218
ExperimentalSelect9;2200;9;26305;11928
ExperimentalSelect3;2200;3;18082;8263
ExperimentalSelect5;2200;5;17948;7402
ExperimentalSelect7;2200;7;21131;9503
ExperimentalSelect9;2200;9;25719;11724
ExperimentalSelect3;2200;3;13134;5293
ExperimentalSelect5;2200;5;15750;7238
ExperimentalSelect7;2200;7;21504;9012
ExperimentalSelect9;2200;9;25336;11075
ExperimentalSelect3;2200;3;13669;5602
ExperimentalSelect5;2200;5;16766;7422
ExperimentalSelect7;2200;7;21365;8921
ExperimentalSelect9;2200;9;27795;11532
ExperimentalSelect3;2200;3;9256;4789
ExperimentalSelect5;2200;5;18028;7529
ExperimentalSelect7;2200;7;21943;9039
ExperimentalSelect9;2200;9;25333;11239
ExperimentalSelect3;2200;3;18999;8410
ExperimentalSelect5;2200;5;17715;7828
ExperimentalSelect7;2200;7;21427;9321
ExperimentalSelect9;2200;9;24976;11102
ExperimentalSelect3;2200;3;15545;7036
ExperimentalSelect5;2200;5;16203;7209
ExperimentalSelect7;2200;7;20576;8979
ExperimentalSelect9;2200;9;26690;10950
ExperimentalSelect3;2200;3;12024;5051
ExperimentalSelect5;2200;5;15407;7002
ExperimentalSelect7;2200;7;21719;9334
ExperimentalSelect9;2200;9;24395;10758
ExperimentalSelect3;2200;3;20677;8935
ExperimentalSelect5;2200;5;16905;7436
ExperimentalSelect7;2200;7;21286;9870
ExperimentalSelect9;2200;9;25625;10836
ExperimentalSelect3;2200;3;20114;8945
ExperimentalSelect5;2200;5;17440;7449
ExperimentalSelect7;2200;7;22143;9760
ExperimentalSelect9;2200;9;26438;11850
ExperimentalSelect3;2200;3;18389;7989
ExperimentalSelect5;2200;5;17643;7791
ExperimentalSelect7;2200;7;22214;9682
ExperimentalSelect9;2200;9;26808;10900
ExperimentalSelect3;2200;3;13576;5787
ExperimentalSelect5;2200;5;17173;7897
ExperimentalSelect7;2200;7;21278;9889
ExperimentalSelect9;2200;9;24967;11986
ExperimentalSelect3;2200;3;19010;7392
ExperimentalSelect5;2200;5;16616;7557
ExperimentalSelect7;2200;7;16337;6990
ExperimentalSelect9;2200;9;23709;11543
ExperimentalSelect3;2200;3;17738;7727
ExperimentalSelect5;2200;5;17098;7162
ExperimentalSelect7;2200;7;19943;8971
ExperimentalSelect9;2200;9;24813;10739
ExperimentalSelect3;2200;3;20852;8909
ExperimentalSelect5;2200;5;17997;7765
ExperimentalSelect7;2200;7;21833;9761
ExperimentalSelect9;2200;9;24834;10929
ExperimentalSelect3;2200;3;12832;5028
ExperimentalSelect5;2200;5;16658;7695
ExperimentalSelect7;2200;7;20613;9961
ExperimentalSelect9;2200;9;24335;11946
ExperimentalSelect3;2200;3;13790;6136
ExperimentalSelect5;2200;5;15483;7128
ExperimentalSelect7;2200;7;20270;9528
ExperimentalSelect9;2200;9;27342;12081
ExperimentalSelect3;2200;3;18797;8634
ExperimentalSelect5;2200;5;16854;7044
ExperimentalSelect7;2200;7;21503;9538
ExperimentalSelect9;2200;9;24849;11102
ExperimentalSelect3;2200;3;11369;5265
ExperimentalSelect5;2200;5;19038;7581
ExperimentalSelect7;2200;7;21796;9084
ExperimentalSelect9;2200;9;25354;10867
ExperimentalSelect3;2200;3;12558;5782
ExperimentalSelect5;2200;5;17408;7667
ExperimentalSelect7;2200;7;20470;9177
ExperimentalSelect9;2200;9;25448;11146
ExperimentalSelect3;2200;3;11919;5032
ExperimentalSelect5;2200;5;18380;7299
ExperimentalSelect7;2200;7;22449;9879
ExperimentalSelect9;2200;9;25374;10985
ExperimentalSelect3;2200;3;15748;7725
ExperimentalSelect5;2200;5;17038;7852
ExperimentalSelect7;2200;7;22551;9173
ExperimentalSelect9;2200;9;25832;12192
ExperimentalSelect3;2200;3;9679;4916
ExperimentalSelect5;2200;5;17743;7929
ExperimentalSelect7;2200;7;22172;9431
ExperimentalSelect9;2200;9;25525;11384
ExperimentalSelect3;2200;3;19650;8616
ExperimentalSelect5;2200;5;17367;7654
ExperimentalSelect7;2200;7;21515;9160
ExperimentalSelect9;2200;9;26765;12055
ExperimentalSelect3;2200;3;23018;9590
ExperimentalSelect5;2200;5;15427;7033
ExperimentalSelect7;2200;7;21457;9548
ExperimentalSelect9;2200;9;24751;11789
ExperimentalSelect3;2200;3;13590;5430
ExperimentalSelect5;2200;5;17218;7883
ExperimentalSelect7;2200;7;20435;9086
ExperimentalSelect9;2200;9;25093;11053
ExperimentalSelect3;2200;3;22428;9381
ExperimentalSelect5;2200;5;17115;7224
ExperimentalSelect7;2200;7;23268;9502
ExperimentalSelect9;2200;9;25122;11037
ExperimentalSelect3;2200;3;11835;4952
ExperimentalSelect5;2200;5;16482;7431
ExperimentalSelect7;2200;7;21053;8918
ExperimentalSelect9;2200;9;26824;11264
ExperimentalSelect3;2200;3;19986;9128
ExperimentalSelect5;2200;5;18529;7032
ExperimentalSelect7;2200;7;22289;9317
ExperimentalSelect9;2200;9;26116;11690
ExperimentalSelect3;2200;3;11929;4833
ExperimentalSelect5;2200;5;17915;7498
ExperimentalSelect7;2200;7;20890;9352
ExperimentalSelect9;2200;9;26598;11525
ExperimentalSelect3;2200;3;14296;6465
ExperimentalSelect5;2200;5;17864;7399
ExperimentalSelect7;2200;7;21880;9082
ExperimentalSelect9;2200;9;26224;11379
ExperimentalSelect3;2200;3;12451;5168
ExperimentalSelect5;2200;5;16785;7544
ExperimentalSelect7;2200;7;20298;8927
ExperimentalSelect9;2200;9;27229;11619
ExperimentalSelect3;2200;3;13418;5987
ExperimentalSelect5;2200;5;17535;7398
ExperimentalSelect7;2200;7;21830;9191
ExperimentalSelect9;2200;9;24765;11437
ExperimentalSelect3;2200;3;12682;5024
ExperimentalSelect5;2200;5;16298;7667
ExperimentalSelect7;2200;7;21340;9804
ExperimentalSelect9;2200;9;24591;10899
ExperimentalSelect3;2200;3;21762;8840
ExperimentalSelect5;2200;5;17873;7823
ExperimentalSelect7;2200;7;21747;9068
ExperimentalSelect9;2200;9;25409;11530
ExperimentalSelect3;2200;3;16804;6713
ExperimentalSelect5;2200;5;16981;7602
ExperimentalSelect7;2200;7;20737;9417
ExperimentalSelect9;2200;9;26512;10906
ExperimentalSelect3;2200;3;11685;5156
ExperimentalSelect5;2200;5;17106;7543
ExperimentalSelect7;2200;7;20634;9750
ExperimentalSelect9;2200;9;24515;10702
ExperimentalSelect3;2200;3;13593;5288
ExperimentalSelect5;2200;5;17121;7361
ExperimentalSelect7;2200;7;20716;8879
ExperimentalSelect9;2200;9;25361;11998
ExperimentalSelect3;2200;3;17269;7838
ExperimentalSelect5;2200;5;17355;7777
ExperimentalSelect7;2200;7;22788;9673
ExperimentalSelect9;2200;9;25399;10801
ExperimentalSelect3;2200;3;18524;7854
ExperimentalSelect5;2200;5;19006;7845
ExperimentalSelect7;2200;7;20976;9302
ExperimentalSelect9;2200;9;25357;10528
ExperimentalSelect3;2200;3;18771;7456
ExperimentalSelect5;2200;5;17664;7462
ExperimentalSelect7;2200;7;20400;9468
ExperimentalSelect9;2200;9;24324;11420
ExperimentalSelect3;2200;3;16203;6324
ExperimentalSelect5;2200;5;18039;7285
ExperimentalSelect7;2200;7;22714;9257
ExperimentalSelect9;2200;9;27101;11819
ExperimentalSelect3;2200;3;17354;8054
ExperimentalSelect5;2200;5;16749;7647
ExperimentalSelect7;2200;7;21578;10036
ExperimentalSelect9;2200;9;24945;10952
ExperimentalSelect3;2200;3;14592;6195
ExperimentalSelect5;2200;5;18909;7536
ExperimentalSelect7;2200;7;23489;9853
ExperimentalSelect9;2200;9;24839;10825
ExperimentalSelect3;2200;3;14264;5551
ExperimentalSelect5;2200;5;18290;7423
ExperimentalSelect7;2200;7;21320;9707
ExperimentalSelect9;2200;9;26019;11423
ExperimentalSelect3;2200;3;16728;7857
ExperimentalSelect5;2200;5;18654;7463
ExperimentalSelect7;2200;7;22947;9582
ExperimentalSelect9;2200;9;25897;11629
ExperimentalSelect3;2200;3;12221;5260
ExperimentalSelect5;2200;5;16342;6901
ExperimentalSelect7;2200;7;22404;9287
ExperimentalSelect9;2200;9;26039;11796
ExperimentalSelect3;2200;3;17720;7611
ExperimentalSelect5;2200;5;16623;7140
ExperimentalSelect7;2200;7;21777;8819
ExperimentalSelect9;2200;9;26121;10939
ExperimentalSelect3;2200;3;14075;5602
ExperimentalSelect5;2200;5;17683;7254
ExperimentalSelect7;2200;7;23023;10210
ExperimentalSelect9;2200;9;24294;11693
ExperimentalSelect3;2200;3;13861;5562
ExperimentalSelect5;2200;5;17331;7817
ExperimentalSelect7;2200;7;24135;9601
ExperimentalSelect9;2200;9;25550;11435
ExperimentalSelect3;2200;3;18998;7993
ExperimentalSelect5;2200;5;16535;7493
ExperimentalSelect7;2200;7;20574;9102
ExperimentalSelect9;2200;9;25347;10709
ExperimentalSelect3;2200;3;11685;4754
ExperimentalSelect5;2200;5;17166;7789
ExperimentalSelect7;2200;7;21532;9580
ExperimentalSelect9;2200;9;24706;11828
ExperimentalSelect3;2200;3;13913;5158
ExperimentalSelect5;2200;5;16536;7766
ExperimentalSelect7;2200;7;22045;9253
ExperimentalSelect9;2200;9;25098;11213
ExperimentalSelect3;2200;3;18743;7752
ExperimentalSelect5;2200;5;18162;7601
ExperimentalSelect7;2200;7;22144;9714
ExperimentalSelect9;2200;9;24898;10730
ExperimentalSelect3;2200;3;19052;7936
ExperimentalSelect5;2200;5;17984;7288
ExperimentalSelect7;2200;7;20137;9001
ExperimentalSelect9;2200;9;25984;10757
ExperimentalSelect3;2200;3;13793;5571
ExperimentalSelect5;2200;5;19061;7709
ExperimentalSelect7;2200;7;21229;8994
ExperimentalSelect9;2200;9;25400;11262
ExperimentalSelect3;2200;3;11539;4902
ExperimentalSelect5;2200;5;18671;7514
ExperimentalSelect7;2200;7;22940;9339
ExperimentalSelect9;2200;9;26111;10967
ExperimentalSelect3;2200;3;19162;8778
ExperimentalSelect5;2200;5;17084;7088
ExperimentalSelect7;2200;7;23094;9426
ExperimentalSelect9;2200;9;25067;11423
ExperimentalSelect3;2200;3;18177;7910
ExperimentalSelect5;2200;5;17512;7656
ExperimentalSelect7;2200;7;22292;9863
ExperimentalSelect9;2200;9;24879;11498
ExperimentalSelect3;2200;3;13838;5957
ExperimentalSelect5;2200;5;17758;7678
ExperimentalSelect7;2200;7;22947;9548
ExperimentalSelect9;2200;9;25499;11839
ExperimentalSelect3;2200;3;11661;4849
ExperimentalSelect5;2200;5;17819;7812
ExperimentalSelect7;2200;7;21450;9166
ExperimentalSelect9;2200;9;26147;11627
ExperimentalSelect3;2200;3;15802;7329
ExperimentalSelect5;2200;5;18497;7775
ExperimentalSelect7;2200;7;22427;9348
ExperimentalSelect9;2200;9;25544;10789
ExperimentalSelect3;2200;3;21609;8926
ExperimentalSelect5;2200;5;17106;7793
ExperimentalSelect7;2200;7;20704;9479
ExperimentalSelect9;2200;9;25689;10915
ExperimentalSelect3;2200;3;16446;5812
ExperimentalSelect5;2200;5;17756;7602
ExperimentalSelect7;2200;7;22346;8994
ExperimentalSelect9;2200;9;25596;11891
ExperimentalSelect3;2300;3;13911;6159
ExperimentalSelect5;2300;5;20201;8174
ExperimentalSelect7;2300;7;23336;10244
ExperimentalSelect9;2300;9;25850;12159
ExperimentalSelect3;2300;3;19257;9150
ExperimentalSelect5;2300;5;17305;7340
ExperimentalSelect7;2300;7;21744;9712
ExperimentalSelect9;2300;9;27703;11711
ExperimentalSelect3;2300;3;20814;8754
ExperimentalSelect5;2300;5;17915;7847
ExperimentalSelect7;2300;7;21505;9758
ExperimentalSelect9;2300;9;27665;11754
ExperimentalSelect3;2300;3;17432;7232
ExperimentalSelect5;2300;5;16935;7918
ExperimentalSelect7;2300;7;23963;9927
ExperimentalSelect9;2300;9;28041;12524
ExperimentalSelect3;2300;3;13543;6730
ExperimentalSelect5;2300;5;18226;8126
ExperimentalSelect7;2300;7;23794;9838
ExperimentalSelect9;2300;9;27620;12011
ExperimentalSelect3;2300;3;22941;9949
ExperimentalSelect5;2300;5;18393;8079
ExperimentalSelect7;2300;7;22205;9234
ExperimentalSelect9;2300;9;26804;11506
ExperimentalSelect3;2300;3;15312;7262
ExperimentalSelect5;2300;5;17807;8201
ExperimentalSelect7;2300;7;21190;9989
ExperimentalSelect9;2300;9;27292;12057
ExperimentalSelect3;2300;3;17958;8346
ExperimentalSelect5;2300;5;18675;7661
ExperimentalSelect7;2300;7;21575;9544
ExperimentalSelect9;2300;9;27868;11769
ExperimentalSelect3;2300;3;14317;6044
ExperimentalSelect5;2300;5;17698;7703
ExperimentalSelect7;2300;7;22046;9608
ExperimentalSelect9;2300;9;26367;11784
ExperimentalSelect3;2300;3;21429;8879
ExperimentalSelect5;2300;5;19206;7677
ExperimentalSelect7;2300;7;20852;9360
ExperimentalSelect9;2300;9;28594;13120
ExperimentalSelect3;2300;3;15231;5777
ExperimentalSelect5;2300;5;17739;7926
