type;n;m;comps;swaps
select;600;389;5013;2114
randomSelect;600;389;1838;679
select;600;389;4937;1996
randomSelect;600;389;1476;496
select;600;389;5156;2131
randomSelect;600;389;1571;1278
select;600;389;4264;2023
randomSelect;600;389;2496;871
select;600;389;5469;2425
randomSelect;600;389;1451;660
select;600;389;4932;2088
randomSelect;600;389;2159;704
select;600;389;4368;1885
randomSelect;600;389;2391;1254
select;600;389;4801;2073
randomSelect;600;389;2023;1329
select;600;389;4627;2075
randomSelect;600;389;1557;681
select;600;389;4848;2067
randomSelect;600;389;2541;1429
select;600;389;4857;1952
randomSelect;600;389;2926;1385
select;600;389;4609;1939
randomSelect;600;389;3830;1634
select;600;389;4612;2005
randomSelect;600;389;1846;934
select;600;389;4687;2123
randomSelect;600;389;1885;1393
select;600;389;4544;1819
randomSelect;600;389;1725;830
select;600;389;5437;2167
randomSelect;600;389;948;535
select;600;389;4836;2031
randomSelect;600;389;1780;915
select;600;389;4887;2097
randomSelect;600;389;2485;1339
select;600;389;4312;2028
randomSelect;600;389;1298;624
select;600;389;4619;1997
randomSelect;600;389;1448;851
select;600;389;5005;2167
randomSelect;600;389;2587;1313
select;600;389;4490;2014
randomSelect;600;389;1332;819
select;600;389;4612;1990
randomSelect;600;389;1836;773
select;600;389;4726;2017
randomSelect;600;389;3028;1855
select;600;389;4508;2033
randomSelect;600;389;2276;917
select;600;389;4978;2065
randomSelect;600;389;1689;1297
select;600;389;4765;2103
randomSelect;600;389;1612;1235
select;600;389;4370;1855
randomSelect;600;389;3360;1834
select;600;389;5405;2434
randomSelect;600;389;2028;1275
select;600;389;4734;1902
randomSelect;600;389;1481;756
select;600;389;4292;1771
randomSelect;600;389;1341;504
select;600;389;4750;1997
randomSelect;600;389;1709;791
select;600;389;4632;1899
randomSelect;600;389;1744;668
select;600;389;4445;1993
randomSelect;600;389;1832;838
select;600;389;5511;2354
randomSelect;600;389;2918;1611
select;600;389;4598;2032
randomSelect;600;389;2000;1453
select;600;389;4838;1874
randomSelect;600;389;1293;482
select;600;389;4585;2023
randomSelect;600;389;1769;719
select;600;389;4458;2007
randomSelect;600;389;1534;948
select;600;389;4594;1935
randomSelect;600;389;1498;1289
select;600;389;4929;2062
randomSelect;600;389;2186;1401
select;600;389;5045;2042
randomSelect;600;389;1808;703
select;600;389;4540;1935
randomSelect;600;389;1747;1256
select;600;389;4543;2176
randomSelect;600;389;2867;1624
select;600;389;4937;2130
randomSelect;600;389;1817;577
select;600;389;4855;2038
randomSelect;600;389;2006;854
select;600;389;4360;2011
randomSelect;600;389;2034;1005
select;600;389;4784;2166
randomSelect;600;389;1845;913
select;600;389;4716;1919
randomSelect;600;389;1201;889
select;600;389;5076;2171
randomSelect;600;389;2591;1980
select;600;389;5389;2221
randomSelect;600;389;1233;907
select;600;389;4968;2057
randomSelect;600;389;1755;1021
select;600;389;4801;1999
randomSelect;600;389;3105;1009
select;600;389;5037;2063
randomSelect;600;389;1391;479
select;600;389;4978;1956
randomSelect;600;389;2817;1104
select;600;389;5293;2170
randomSelect;600;389;1686;592
select;600;389;4264;1998
randomSelect;600;389;1667;1041
select;600;389;4411;1986
randomSelect;600;389;2470;1118
select;600;389;4879;2180
randomSelect;700;245;2515;1437
select;700;245;5647;2431
randomSelect;700;245;2047;818
select;700;245;5389;2393
randomSelect;700;245;3263;1955
select;700;245;6409;2662
randomSelect;700;245;1913;619
select;700;245;5240;2372
randomSelect;700;245;1490;645
select;700;245;5499;2326
randomSelect;700;245;1457;991
select;700;245;4988;2300
randomSelect;700;245;2168;995
select;700;245;6038;2411
randomSelect;700;245;2132;1081
select;700;245;6212;2556
randomSelect;700;245;1553;729
select;700;245;5238;2384
randomSelect;700;245;2522;1928
select;700;245;5780;2518
randomSelect;700;245;2200;1508
select;700;245;6290;2621
randomSelect;700;245;2711;1384
select;700;245;5835;2558
randomSelect;700;245;1623;437
select;700;245;6202;2773
randomSelect;700;245;1257;335
select;700;245;5567;2551
randomSelect;700;245;2505;1891
select;700;245;5520;2499
randomSelect;700;245;1313;684
select;700;245;5911;2385
randomSelect;700;245;2069;795
select;700;245;6200;2504
randomSelect;700;245;2847;1676
select;700;245;5110;2250
randomSelect;700;245;2592;1712
select;700;245;6106;2670
randomSelect;700;245;1841;1027
select;700;245;5804;2451
randomSelect;700;245;2104;839
select;700;245;5648;2298
randomSelect;700;245;2038;699
select;700;245;5461;2461
randomSelect;700;245;3716;2233
select;700;245;5992;2719
randomSelect;700;245;2554;946
select;700;245;5807;2418
randomSelect;700;245;2098;1223
select;700;245;5408;2468
randomSelect;700;245;1243;617
select;700;245;6029;2568
randomSelect;700;245;987;516
select;700;245;5748;2471
randomSelect;700;245;2080;872
select;700;245;6470;2614
randomSelect;700;245;2454;1359
select;700;245;5177;2335
randomSelect;700;245;3081;1987
select;700;245;5840;2393
randomSelect;700;245;1235;503
select;700;245;5985;2587
randomSelect;700;245;1916;1116
select;700;245;5612;2273
randomSelect;700;245;1488;755
select;700;245;5983;2526
randomSelect;700;245;1681;897
select;700;245;5491;2611
randomSelect;700;245;2943;829
select;700;245;5833;2587
randomSelect;700;245;1938;1101
select;700;245;5783;2688
randomSelect;700;245;2546;1164
select;700;245;6754;2698
randomSelect;700;245;1871;1347
select;700;245;5703;2323
randomSelect;700;245;2067;1210
select;700;245;5650;2583
randomSelect;700;245;2063;1093
select;700;245;5655;2507
randomSelect;700;245;1343;646
select;700;245;6119;2390
randomSelect;700;245;2310;1413
select;700;245;5401;2538
randomSelect;700;245;1770;646
select;700;245;5818;2601
randomSelect;700;245;1660;1004
select;700;245;5924;2438
randomSelect;700;245;3223;1554
select;700;245;6063;2443
randomSelect;700;245;2396;1365
select;700;245;5375;2416
randomSelect;700;245;2263;1194
select;700;245;6012;2531
randomSelect;700;245;1495;604
select;700;245;6034;2586
randomSelect;700;245;1108;525
select;700;245;5460;2483
randomSelect;700;245;3064;2119
select;700;245;5171;2345
randomSelect;700;245;2310;1273
select;700;245;6077;2552
randomSelect;700;245;2405;1140
select;700;245;6489;2532
randomSelect;700;245;1820;1002
select;700;245;5689;2402
randomSelect;700;245;1527;450
select;700;245;5667;2412
randomSelect;700;245;3050;1460
select;700;245;5936;2684
randomSelect;700;245;2078;923
select;700;245;5985;2318
randomSelect;700;245;2554;851
select;700;245;6440;2717
randomSelect;700;245;2002;1246
select;700;245;6052;2572
randomSelect;700;245;4038;2321
select;700;245;6030;2526
randomSelect;700;245;4146;3030
select;700;245;4857;2192
randomSelect;700;245;2821;1791
select;700;245;6024;2580
randomSelect;700;245;2154;629
select;700;245;5240;2281
randomSelect;700;245;3021;1569
select;700;245;6272;2596
randomSelect;700;245;2544;1404
select;700;245;5717;2642
randomSelect;700;245;2791;1268
select;700;245;5537;2412
randomSelect;700;245;2116;1166
select;700;245;7034;2993
randomSelect;700;245;2831;883
select;700;245;6303;2737
randomSelect;700;245;1847;1163
select;700;245;5167;2248
randomSelect;700;245;2343;1130
select;700;245;6283;2424
randomSelect;700;245;2787;2117
select;700;245;5812;2563
randomSelect;700;245;2669;1020
select;700;245;5490;2213
randomSelect;700;245;1968;971
select;700;245;5253;2377
randomSelect;700;245;1293;654
select;700;245;6322;2489
randomSelect;700;245;2084;591
select;700;245;5872;2560
randomSelect;700;245;2231;1402
select;700;245;5353;2312
randomSelect;700;245;2580;722
select;700;245;5810;2473
randomSelect;700;245;2179;1221
select;700;245;6173;2551
randomSelect;700;245;2236;1488
select;700;245;5199;2180
randomSelect;700;245;1315;743
select;700;245;5350;2263
randomSelect;700;245;2717;1596
select;700;245;6040;2373
randomSelect;700;245;2253;962
select;700;245;5736;2399
randomSelect;700;245;1727;870
select;700;245;5046;2230
randomSelect;700;245;2711;685
select;700;245;5750;2563
randomSelect;700;245;1088;579
select;700;245;6438;2710
randomSelect;700;245;2457;1144
select;700;245;6074;2466
randomSelect;700;245;2730;1737
select;700;245;5613;2503
randomSelect;700;245;1341;503
select;700;245;5247;2295
randomSelect;700;245;2206;757
select;700;245;5873;2426
randomSelect;700;245;1543;605
select;700;245;5827;2473
randomSelect;700;245;2995;1536
select;700;245;6291;2531
randomSelect;700;245;2329;1017
select;700;245;6293;2573
randomSelect;700;245;1577;506
select;700;245;5936;2451
randomSelect;700;245;2502;1011
select;700;245;5216;2259
randomSelect;700;245;1774;686
select;700;245;5803;2523
randomSelect;700;245;1536;397
select;700;245;6024;2552
randomSelect;700;245;2351;966
select;700;245;5078;2369
randomSelect;700;245;1389;504
select;700;245;5777;2388
randomSelect;700;245;2379;1101
select;700;245;5691;2381
randomSelect;700;245;1865;851
select;700;245;6196;2652
randomSelect;700;245;1308;764
select;700;245;6086;2467
randomSelect;800;444;2982;1447
select;800;444;7014;3155
randomSelect;800;444;5559;1937
select;800;444;6589;2883
randomSelect;800;444;4609;1804
select;800;444;5900;2714
randomSelect;800;444;2372;1182
select;800;444;5991;2701
randomSelect;800;444;2181;743
select;800;444;6600;2816
randomSelect;800;444;2015;841
select;800;444;6436;2812
randomSelect;800;444;2245;1407
select;800;444;7131;2931
randomSelect;800;444;1882;1021
select;800;444;6121;2806
randomSelect;800;444;3077;1787
select;800;444;6939;2923
randomSelect;800;444;2196;854
select;800;444;7038;2829
randomSelect;800;444;1749;712
select;800;444;6364;2865
randomSelect;800;444;3509;1719
select;800;444;6187;2648
randomSelect;800;444;2602;1437
select;800;444;6853;2922
randomSelect;800;444;2367;1263
select;800;444;6793;2696
randomSelect;800;444;3800;1976
select;800;444;6191;2856
randomSelect;800;444;2472;1385
select;800;444;6670;2810
randomSelect;800;444;2581;1511
select;800;444;7372;2947
randomSelect;800;444;1910;1029
select;800;444;7835;3275
randomSelect;800;444;1709;922
select;800;444;6482;2653
randomSelect;800;444;2386;1038
select;800;444;7710;2934
randomSelect;800;444;2594;1176
select;800;444;6209;2901
randomSelect;800;444;2501;1522
select;800;444;5861;2651
randomSelect;800;444;2325;1267
select;800;444;7284;3029
randomSelect;800;444;2125;1339
select;800;444;7071;3135
randomSelect;800;444;2944;1064
select;800;444;6781;2851
randomSelect;800;444;2788;1272
select;800;444;6786;2860
randomSelect;800;444;2303;1580
select;800;444;8118;3604
randomSelect;800;444;1665;1114
select;800;444;6190;2705
randomSelect;800;444;1727;1060
select;800;444;5922;2814
randomSelect;800;444;3487;1798
select;800;444;7103;2896
randomSelect;800;444;2315;1482
select;800;444;7184;3094
randomSelect;800;444;3468;1483
select;800;444;6088;2864
randomSelect;800;444;2953;1720
select;800;444;7068;2994
randomSelect;800;444;2694;1610
select;800;444;6087;2905
randomSelect;800;444;1540;1138
select;800;444;7572;3102
randomSelect;800;444;2602;1444
select;800;444;7943;3399
randomSelect;800;444;1934;1159
select;800;444;6888;2650
randomSelect;800;444;2470;935
select;800;444;7736;3021
randomSelect;800;444;1843;1037
select;800;444;6511;2826
randomSelect;800;444;1636;710
select;800;444;6608;2666
randomSelect;800;444;2853;1546
select;800;444;6156;2668
randomSelect;800;444;2586;925
select;800;444;6273;2927
randomSelect;800;444;2107;654
select;800;444;6705;2787
randomSelect;800;444;2291;1141
select;800;444;7082;3037
randomSelect;800;444;1678;877
select;800;444;6823;2944
randomSelect;800;444;2885;1220
select;800;444;6930;2863
randomSelect;800;444;2315;1007
select;800;444;6663;2708
randomSelect;800;444;2765;1301
select;800;444;7030;2928
randomSelect;800;444;2229;869
select;800;444;6719;2787
randomSelect;800;444;2427;968
select;800;444;8666;3678
randomSelect;800;444;3257;1362
select;800;444;8065;3212
randomSelect;800;444;2697;1595
select;800;444;6491;2743
randomSelect;800;444;2093;890
select;800;444;8405;3535
randomSelect;800;444;2652;1296
select;800;444;6570;2684
randomSelect;800;444;1944;1054
select;800;444;7295;3092
randomSelect;800;444;1680;964
select;800;444;6321;2771
randomSelect;800;444;3033;1151
select;800;444;5914;2781
randomSelect;800;444;2240;857
select;800;444;7178;2909
randomSelect;800;444;3731;999
select;800;444;6474;2658
randomSelect;800;444;3144;1884
select;800;444;6021;2879
randomSelect;800;444;4255;1507
select;800;444;7253;3062
randomSelect;800;444;4142;1294
select;800;444;8178;3211
randomSelect;800;444;2060;1275
select;800;444;6177;2738
randomSelect;800;444;2281;1273
select;800;444;6151;2582
randomSelect;800;444;2366;995
select;800;444;5854;2573
randomSelect;800;444;2844;1583
select;800;444;7865;3362
randomSelect;800;444;1483;660
select;800;444;6723;2675
randomSelect;800;444;2819;1116
select;800;444;7347;3082
randomSelect;800;444;3839;1924
select;800;444;7667;3122
randomSelect;800;444;2188;712
select;800;444;6980;2824
randomSelect;800;444;1908;792
select;800;444;6754;2839
randomSelect;800;444;2957;842
select;800;444;5979;2733
randomSelect;800;444;1658;1237
select;800;444;7228;2940
randomSelect;800;444;2547;1126
select;800;444;7030;2909
randomSelect;800;444;3433;2520
select;800;444;7735;3374
randomSelect;800;444;1765;1000
select;800;444;6892;2974
randomSelect;800;444;3879;2471
select;800;444;6368;2817
randomSelect;800;444;3077;2234
select;800;444;5921;2841
randomSelect;800;444;3164;1711
select;800;444;5760;2565
randomSelect;800;444;2247;1126
select;800;444;7048;2708
randomSelect;800;444;4211;2788
select;800;444;6675;2779
randomSelect;800;444;2663;1904
select;800;444;6599;2846
randomSelect;800;444;3283;1262
select;800;444;8319;3566
randomSelect;800;444;2551;855
select;800;444;8535;3444
randomSelect;800;444;1779;959
select;800;444;7493;3011
randomSelect;800;444;1240;531
select;800;444;6878;2981
randomSelect;800;444;3731;2436
select;800;444;6345;2726
randomSelect;800;444;2805;1312
select;800;444;7501;3093
randomSelect;800;444;3086;2009
select;800;444;8574;3409
randomSelect;800;444;1379;966
select;800;444;6863;2724
randomSelect;800;444;1618;882
select;800;444;6224;2503
randomSelect;800;444;3642;1405
select;800;444;6350;2606
randomSelect;800;444;3873;2350
select;800;444;5946;2405
randomSelect;800;444;2102;905
select;800;444;6184;2799
randomSelect;800;444;2028;758
select;800;444;6789;2532
randomSelect;800;444;2087;835
select;800;444;7852;3251
randomSelect;800;444;2852;1199
select;800;444;6873;2987
randomSelect;800;444;2783;1806
select;800;444;5915;2642
randomSelect;800;444;4756;3391
select;800;444;5987;2664
randomSelect;800;444;2959;1428
select;800;444;7899;3319
randomSelect;900;727;1986;1469
select;900;727;7234;2842
randomSelect;900;727;3203;1673
select;900;727;6908;3048
randomSelect;900;727;4211;1739
select;900;727;7853;3125
randomSelect;900;727;5301;1844
select;900;727;6500;2972
randomSelect;900;727;3061;1327
select;900;727;7058;3114
randomSelect;900;727;2121;1722
select;900;727;7419;3067
randomSelect;900;727;2211;981
select;900;727;6721;2918
randomSelect;900;727;1776;1175
select;900;727;6903;3303
randomSelect;900;727;1095;748
select;900;727;6674;2835
randomSelect;900;727;2315;1187
select;900;727;7113;3069
randomSelect;900;727;1483;1018
select;900;727;6966;3022
randomSelect;900;727;3765;1960
select;900;727;8249;3433
randomSelect;900;727;2063;979
select;900;727;7003;3006
randomSelect;900;727;3537;1140
select;900;727;6788;2839
randomSelect;900;727;2792;915
select;900;727;7005;2790
randomSelect;900;727;1741;1151
select;900;727;7224;2865
randomSelect;900;727;2386;1883
select;900;727;7161;2904
randomSelect;900;727;5187;1500
select;900;727;7095;2912
randomSelect;900;727;1675;810
select;900;727;6836;2868
randomSelect;900;727;1795;1061
select;900;727;7497;3306
randomSelect;900;727;1765;896
select;900;727;6187;2877
randomSelect;900;727;3930;2129
select;900;727;6392;2939
randomSelect;900;727;3100;1240
select;900;727;8052;3592
randomSelect;900;727;2835;1801
select;900;727;7217;3190
randomSelect;900;727;2593;1367
select;900;727;6812;2883
randomSelect;900;727;2111;1140
select;900;727;7540;3108
randomSelect;900;727;1995;836
select;900;727;6187;2836
randomSelect;900;727;2448;1243
select;900;727;7296;3152
randomSelect;900;727;2861;1495
select;900;727;6890;3170
randomSelect;900;727;1673;1073
select;900;727;7092;3293
randomSelect;900;727;2790;1163
select;900;727;6898;3012
randomSelect;900;727;3675;959
select;900;727;6795;3151
randomSelect;900;727;3111;2074
select;900;727;7150;2913
randomSelect;900;727;2124;1161
select;900;727;7068;3151
randomSelect;900;727;3402;1703
select;900;727;6800;2972
randomSelect;900;727;1269;867
select;900;727;6948;2979
randomSelect;900;727;2638;863
select;900;727;6774;2969
randomSelect;900;727;3139;1426
select;900;727;6912;3107
randomSelect;900;727;1816;1044
select;900;727;6888;3204
randomSelect;900;727;2341;1906
select;900;727;7296;2928
randomSelect;900;727;2140;1184
select;900;727;7026;3005
randomSelect;900;727;2523;1220
select;900;727;6635;3186
